chrom	start	end	snps	F2_POST.1:F2_PRE.1	F2_POST.1:F3_POST_A.1	F2_POST.1:F3_POST_B.1	F2_POST.1:F3_PRE_A.1	F2_POST.1:F3_PRE_B.1	F2_PRE.1:F3_POST_A.1	F2_PRE.1:F3_POST_B.1	F2_PRE.1:F3_PRE_A.1	F2_PRE.1:F3_PRE_B.1	F3_POST_A.1:F3_POST_B.1	F3_POST_A.1:F3_PRE_A.1	F3_POST_A.1:F3_PRE_B.1	F3_POST_B.1:F3_PRE_A.1	F3_POST_B.1:F3_PRE_B.1	F3_PRE_A.1:F3_PRE_B.1
tci2_wsi3.0_chr_2	53700001	53800000	6077	0.0162741	0.0238835	0.0206912	0.0323503	0.0390558	0.0192137	0.0197048	0.0259866	0.0315158	0.0214483	0.0294492	0.0388018	0.0292213	0.0359264	0.0201588
tci2_wsi3.0_chr_2	53800001	53900000	4799	0.0176265	0.0212907	0.0203042	0.0202624	0.0212931	0.0188906	0.022832	0.0166901	0.0143009	0.0134722	0.0185762	0.0186789	0.022399	0.0196619	0.0073827
tci2_wsi3.0_chr_2	53900001	54000000	3793	0.0195602	0.0211251	0.0184952	0.0191956	0.0265382	0.021665	0.0194137	0.0193351	0.0282237	0.0102717	0.018342	0.02093	0.0168814	0.0231106	0.0159786
tci2_wsi3.0_chr_2	54000001	54100000	4845	0.0120986	0.0120653	0.0103585	0.00990412	0.0112473	0.0119715	0.0116453	0.0130855	0.0139161	0.00608052	0.00597486	0.00673907	0.00501554	0.00729068	0.00507108
tci2_wsi3.0_chr_2	54100001	54200000	8870	0.0172345	0.0194109	0.0223033	0.0219325	0.0219859	0.0171742	0.0194601	0.0206635	0.0209842	0.0131187	0.0186628	0.0183633	0.0182618	0.0190509	0.012669
tci2_wsi3.0_chr_2	54200001	54300000	11474	0.01133	0.014421	0.0134283	0.0129723	0.0114348	0.0125787	0.0133468	0.0115307	0.0105887	0.00914984	0.010171	0.0109944	0.0112895	0.0110707	0.00681087
tci2_wsi3.0_chr_2	54300001	54400000	8256	0.0188328	0.0280739	0.0271264	0.0235272	0.0229938	0.0232972	0.0243383	0.0190158	0.02013	0.0141446	0.0194364	0.0190806	0.0186843	0.0195418	0.0107052
tci2_wsi3.0_chr_2	54400001	54500000	6948	0.0163379	0.0157699	0.0145592	0.0171445	0.0171489	0.0168025	0.0164359	0.0171842	0.0216681	0.0108716	0.0180151	0.0194342	0.0149668	0.0188155	0.012152
tci2_wsi3.0_chr_2	54500001	54600000	10715	0.0174187	0.0200154	0.018708	0.0200498	0.0221914	0.0152847	0.0138115	0.0168771	0.0175557	0.00975358	0.0148336	0.0149312	0.0147703	0.0157045	0.01246
tci2_wsi3.0_chr_2	54600001	54700000	6663	0.0235159	0.0243157	0.0198098	0.0242306	0.0234167	0.0184871	0.0178982	0.0245686	0.0240835	0.0119703	0.0213113	0.0199447	0.0168642	0.0166544	0.0168575
tci2_wsi3.0_chr_2	54700001	54800000	12008	0.014991	0.0179447	0.0194772	0.0193735	0.020321	0.0146278	0.0158071	0.0158907	0.0155461	0.00922106	0.0141072	0.0153281	0.0130841	0.0160681	0.0119783
tci2_wsi3.0_chr_2	54800001	54900000	15012	0.0153296	0.0170999	0.0168198	0.0168787	0.0175057	0.0146188	0.0150493	0.0164182	0.0169706	0.0102377	0.0146595	0.0134003	0.0143995	0.0150377	0.0104515
tci2_wsi3.0_chr_2	54900001	55000000	10880	0.0139964	0.0156946	0.0167225	0.0169642	0.0151366	0.0146097	0.0160543	0.0170178	0.0161584	0.0080358	0.0143193	0.0119505	0.014241	0.0115658	0.0101956
tci2_wsi3.0_chr_2	55000001	55100000	5196	0.0192929	0.0164798	0.0166254	0.0198453	0.0197964	0.0214122	0.0197407	0.022019	0.0196144	0.0128724	0.0192687	0.01969	0.018756	0.0191395	0.0132677
tci2_wsi3.0_chr_2	55100001	55200000	6535	0.0270359	0.0336655	0.0334401	0.037784	0.0366413	0.0347894	0.0332764	0.0349035	0.0344857	0.0181351	0.0286121	0.0291209	0.0233706	0.0238531	0.0177495
tci2_wsi3.0_chr_2	55200001	55300000	8473	0.0227683	0.0303532	0.0296025	0.0249671	0.0277866	0.027019	0.0267717	0.0255304	0.0273107	0.0164214	0.0216987	0.0231846	0.0223402	0.0234853	0.0153548
tci2_wsi3.0_chr_2	55300001	55400000	3387	0.0185035	0.0143203	0.0171354	0.0200109	0.0257801	0.0170087	0.0170062	0.0183976	0.0209039	0.0128657	0.0138244	0.0186277	0.0199378	0.0215388	0.0135048
tci2_wsi3.0_chr_2	55400001	55500000	5792	0.0230414	0.0247417	0.028898	0.0337301	0.0351614	0.0262276	0.0250349	0.0264682	0.0334931	0.0230578	0.027203	0.0275073	0.0268511	0.0276659	0.0201961
tci2_wsi3.0_chr_2	55500001	55600000	4622	0.0135671	0.0185865	0.0178372	0.0139945	0.0164877	0.0182309	0.0168968	0.0158716	0.0184186	0.0121722	0.0156967	0.0163452	0.0137476	0.0151711	0.0094297
tci2_wsi3.0_chr_2	55600001	55700000	6035	0.0207112	0.0212811	0.0222144	0.0255934	0.022198	0.0205239	0.0222763	0.0217072	0.0219937	0.0133019	0.0218105	0.0209637	0.018856	0.0192931	0.0143914
tci2_wsi3.0_chr_2	55700001	55800000	7121	0.00639493	0.00704739	0.00759472	0.00840876	0.0092673	0.0107239	0.0111405	0.0129355	0.0127317	0.00372055	0.0056099	0.0048499	0.00656033	0.00590625	0.00344256
tci2_wsi3.0_chr_2	55800001	55900000	10649	0.00445117	0.0079867	0.00877859	0.0135223	0.0143353	0.00900848	0.0100323	0.0141887	0.015322	0.00267869	0.005203	0.00608857	0.00452171	0.00543359	0.00186127
tci2_wsi3.0_chr_2	55900001	56000000	10127	0.0049572	0.00872547	0.00882008	0.0141877	0.0147327	0.00762075	0.00682475	0.0118761	0.0126956	0.00187764	0.00600309	0.00658955	0.00565013	0.00633796	0.00282068
tci2_wsi3.0_chr_2	56000001	56100000	10277	0.0124438	0.0167901	0.0166042	0.0165586	0.0181602	0.015045	0.014304	0.0145874	0.0153229	0.00853949	0.0142739	0.0146471	0.0135818	0.0143049	0.00950205
tci2_wsi3.0_chr_2	56100001	56200000	5930	0.0235859	0.02062	0.0240898	0.0241153	0.0249166	0.0248159	0.0254503	0.0275539	0.0282768	0.0169152	0.0250156	0.0248478	0.0210996	0.0197801	0.0174515
tci2_wsi3.0_chr_2	56200001	56300000	9690	0.0117619	0.0141021	0.0138651	0.0135516	0.0133646	0.0125358	0.0126475	0.0100289	0.0108082	0.00593894	0.0100239	0.00962555	0.00921358	0.00987	0.00510324
tci2_wsi3.0_chr_2	56300001	56400000	14528	0.0116021	0.0136824	0.0136468	0.0146797	0.0163116	0.0136494	0.0129883	0.0139786	0.0158793	0.00799969	0.0101906	0.0117658	0.0107563	0.0108641	0.00644658
tci2_wsi3.0_chr_2	56400001	56500000	11254	0.0152112	0.0198059	0.0204932	0.0197051	0.0207345	0.0178034	0.0181727	0.0177433	0.0214788	0.0115492	0.0166755	0.0191025	0.0167883	0.0194031	0.0108548
tci2_wsi3.0_chr_2	56500001	56600000	16869	0.0104418	0.0155532	0.0164799	0.0171641	0.0164625	0.0132506	0.0135306	0.0139868	0.0144177	0.00708557	0.0099478	0.0119044	0.00983979	0.0109171	0.00665812
tci2_wsi3.0_chr_2	56600001	56700000	9475	0.0156599	0.0202146	0.0190169	0.0201957	0.0200348	0.0203133	0.0192963	0.0203165	0.0206944	0.0107922	0.0147065	0.0145968	0.0139439	0.0140293	0.010987
tci2_wsi3.0_chr_2	56700001	56800000	11052	0.0132478	0.0160398	0.0161502	0.0165821	0.0164664	0.0162079	0.0167387	0.0171351	0.0196226	0.0100962	0.0171284	0.016709	0.0148907	0.0172726	0.0104429
tci2_wsi3.0_chr_2	56800001	56900000	9167	0.00858147	0.0138138	0.0135585	0.0148488	0.0175894	0.0106064	0.0107841	0.0104599	0.0132823	0.00484467	0.00890443	0.0116727	0.0101081	0.0115926	0.0065718
tci2_wsi3.0_chr_2	56900001	57000000	11285	0.00551059	0.00854256	0.00840651	0.00831093	0.0089183	0.00817542	0.00922271	0.00930663	0.00963214	0.0048339	0.00799633	0.00676822	0.00666815	0.00650803	0.00344025
tci2_wsi3.0_chr_2	57000001	57100000	15762	0.00611072	0.0100626	0.0107212	0.00984782	0.00963257	0.00843326	0.00793816	0.00844103	0.00864265	0.00438019	0.00834397	0.00972229	0.00814072	0.00861703	0.0040742
tci2_wsi3.0_chr_2	57100001	57200000	8864	0.0136354	0.0172869	0.0161535	0.0182727	0.0187589	0.0154642	0.0144095	0.0164995	0.0186484	0.00899689	0.0112209	0.0137214	0.0114502	0.0132461	0.0113706
tci2_wsi3.0_chr_2	57200001	57300000	7823	0.0139185	0.0184749	0.0173555	0.0205187	0.0209294	0.0152036	0.0145834	0.0188191	0.0182399	0.00912257	0.0141968	0.0130306	0.0116358	0.0119062	0.0109564
tci2_wsi3.0_chr_2	57300001	57400000	4363	0.0303863	0.0429413	0.0444364	0.0407174	0.0410193	0.0407742	0.0475813	0.037983	0.0398893	0.0193777	0.0234007	0.0279346	0.0262454	0.023911	0.0152249
tci2_wsi3.0_chr_2	57400001	57500000	3961	0.0249196	0.0331607	0.0360689	0.043918	0.0425607	0.027357	0.0287666	0.0357075	0.0353319	0.0210046	0.0308976	0.0283729	0.0284398	0.0241281	0.0180399
tci2_wsi3.0_chr_2	57500001	57600000	3196	0.0332915	0.0276679	0.0307521	0.0265283	0.0293078	0.0302627	0.0326756	0.0320812	0.038425	0.0207114	0.0268668	0.0287143	0.0313036	0.0330903	0.0205739
tci2_wsi3.0_chr_2	57600001	57700000	6030	0.018939	0.0187111	0.0194289	0.0179379	0.0182871	0.020415	0.0207805	0.0249697	0.0230776	0.00962654	0.0191671	0.0191976	0.0187959	0.0211482	0.0135205
tci2_wsi3.0_chr_2	57700001	57800000	7918	0.019196	0.0171049	0.0152852	0.0159213	0.0199978	0.0199494	0.0215636	0.0204634	0.0246758	0.0113165	0.0156146	0.0162231	0.0156447	0.0168133	0.0106078
tci2_wsi3.0_chr_2	57800001	57900000	7578	0.0118429	0.0190337	0.0180276	0.0159355	0.0165172	0.0190001	0.0186908	0.0188026	0.0208536	0.0105338	0.0171805	0.0172381	0.0168676	0.0167686	0.013651
tci2_wsi3.0_chr_2	57900001	58000000	10449	0.0100801	0.0091567	0.00908912	0.0124859	0.0144256	0.014499	0.0150228	0.020385	0.0232688	0.00738239	0.00904076	0.0114578	0.00882788	0.0103702	0.00893085
tci2_wsi3.0_chr_2	58000001	58100000	5576	0.0191531	0.0200013	0.02043	0.0254051	0.0264157	0.0177914	0.0191846	0.0250801	0.0239223	0.0129512	0.0205592	0.0211518	0.0235042	0.0248593	0.0179047
tci2_wsi3.0_chr_2	58100001	58200000	4273	0.014634	0.0105962	0.0110793	0.00854869	0.0120164	0.0181586	0.0173823	0.013657	0.0172117	0.00778393	0.00845798	0.0110862	0.00936096	0.0112289	0.00618068
tci2_wsi3.0_chr_2	58200001	58300000	9499	0.0211873	0.0244196	0.0229652	0.0241674	0.0254294	0.0223215	0.0206066	0.0249115	0.0251478	0.0137783	0.0250195	0.0226674	0.0237853	0.0209564	0.0153006
tci2_wsi3.0_chr_2	58300001	58400000	9189	0.0108355	0.0149039	0.0141119	0.0135638	0.0147686	0.0110407	0.0113163	0.012764	0.0127415	0.00669549	0.0143043	0.0139883	0.0117287	0.0109057	0.00733782
tci2_wsi3.0_chr_2	58400001	58500000	8278	0.0178491	0.0214607	0.0218376	0.0218267	0.0213463	0.0185491	0.0171346	0.0244901	0.0234106	0.0147545	0.0218956	0.0181807	0.0222757	0.0209822	0.0136894
tci2_wsi3.0_chr_2	58500001	58600000	7067	0.0186321	0.0187585	0.0187546	0.0239082	0.022566	0.0224314	0.0206087	0.0276593	0.0273715	0.0147304	0.0207835	0.0198742	0.0218463	0.0217971	0.0126802
tci2_wsi3.0_chr_2	58600001	58700000	11250	0.0165619	0.0174491	0.0184304	0.0198982	0.0189546	0.0146142	0.0165029	0.0148427	0.014875	0.0109024	0.0137089	0.0135954	0.0156461	0.0152904	0.00943302
tci2_wsi3.0_chr_2	58700001	58800000	8258	0.0195447	0.0209702	0.0217359	0.0221908	0.0221917	0.0252028	0.0246442	0.0240973	0.0264216	0.0121538	0.017024	0.0210585	0.0166681	0.0191566	0.0124314
tci2_wsi3.0_chr_2	58800001	58900000	14076	0.00980514	0.0119032	0.011914	0.0138909	0.0156009	0.0130397	0.0124576	0.0147028	0.0151386	0.00547722	0.0106362	0.0117546	0.0110981	0.0117201	0.00617905
tci2_wsi3.0_chr_2	58900001	59000000	6526	0.02144	0.0274528	0.0270082	0.0297558	0.0307729	0.0257028	0.0247803	0.0259511	0.0269895	0.0142398	0.0174239	0.0194509	0.0182206	0.0197249	0.0109931
tci2_wsi3.0_chr_2	59000001	59100000	7799	0.0100638	0.0136329	0.0153502	0.0100786	0.0122742	0.00942987	0.0106148	0.00745176	0.00856787	0.00591578	0.00996835	0.0114467	0.00932848	0.0121628	0.00593888
tci2_wsi3.0_chr_2	59100001	59200000	7810	0.0150365	0.0218154	0.0202863	0.023609	0.0239258	0.016679	0.0152603	0.0174599	0.0189226	0.010025	0.0149392	0.0152939	0.012995	0.0147502	0.0101368
tci2_wsi3.0_chr_2	59200001	59300000	13447	0.0118507	0.0167063	0.0160987	0.0203304	0.0219637	0.012243	0.012218	0.016452	0.0176642	0.00639866	0.0134457	0.0138699	0.0113207	0.0106069	0.00747902
tci2_wsi3.0_chr_2	59300001	59400000	10238	0.0203147	0.0255889	0.0262377	0.035219	0.0354628	0.0218412	0.0215979	0.029574	0.0322845	0.0127495	0.0180655	0.0199346	0.0177316	0.0187919	0.0123809
tci2_wsi3.0_chr_2	59400001	59500000	2352	0.0221657	0.0177101	0.0195544	0.0243878	0.0249352	0.0251505	0.0193218	0.020514	0.0173446	0.0134648	0.0255593	0.02214	0.0220564	0.0201355	0.0151669
tci2_wsi3.0_chr_2	59500001	59600000	7906	0.0206274	0.0231811	0.0213509	0.0260988	0.0272742	0.0197174	0.0241184	0.0235393	0.0229664	0.0142316	0.0196448	0.0190359	0.0210403	0.0192902	0.0145454
tci2_wsi3.0_chr_2	59600001	59700000	4775	0.0178692	0.0194998	0.0222776	0.0268514	0.0244107	0.0206522	0.0232104	0.0235879	0.0241994	0.0130769	0.0264677	0.0276786	0.0232611	0.0248644	0.01976
tci2_wsi3.0_chr_2	59700001	59800000	9243	0.0243636	0.0267144	0.0249444	0.0266844	0.0260345	0.0248546	0.024761	0.025138	0.0242081	0.0171547	0.0252995	0.0258351	0.0247852	0.0269753	0.0181351
tci2_wsi3.0_chr_2	59800001	59900000	5401	0.0176486	0.0199084	0.0175094	0.024389	0.0236395	0.0178547	0.0184926	0.0230955	0.0224457	0.0143199	0.0225062	0.0220355	0.0232228	0.0224755	0.0100363
tci2_wsi3.0_chr_2	59900001	60000000	7560	0.0100242	0.0142639	0.0166681	0.0160135	0.0148385	0.0131289	0.0149768	0.0168247	0.0130601	0.00831786	0.0130131	0.0106651	0.0142468	0.0138317	0.00792609
tci2_wsi3.0_chr_2	60000001	60100000	7263	0.0148658	0.0181452	0.0158481	0.0179688	0.0195695	0.0154036	0.0151513	0.0153401	0.0182017	0.0127613	0.0138556	0.0153258	0.0123956	0.0165005	0.012327
tci2_wsi3.0_chr_2	60100001	60200000	8116	0.0156019	0.0189685	0.0172716	0.0239753	0.0241108	0.0200417	0.0171858	0.0238511	0.0247945	0.0115047	0.0210255	0.0202046	0.0174146	0.0164862	0.0134737
tci2_wsi3.0_chr_2	60200001	60300000	6416	0.0185454	0.020687	0.0249734	0.0239182	0.0217483	0.0231658	0.0248522	0.0264408	0.0286948	0.0167827	0.0241329	0.0232864	0.0241391	0.0245507	0.0165905
tci2_wsi3.0_chr_2	60300001	60400000	3291	0.0254461	0.0433885	0.0435907	0.0297868	0.0258571	0.0406066	0.0386851	0.0320519	0.0287353	0.0209092	0.0332883	0.0342424	0.037676	0.0338379	0.021476
tci2_wsi3.0_chr_2	60400001	60500000	3208	0.0284976	0.0461081	0.0404161	0.0442477	0.0431017	0.0560265	0.0532589	0.0338146	0.0369419	0.020242	0.047648	0.0473112	0.0406173	0.0420449	0.0244783
tci2_wsi3.0_chr_2	60500001	60600000	6912	0.0223616	0.0258865	0.0235306	0.0238723	0.0245462	0.0303217	0.0292628	0.0279229	0.0281072	0.0184813	0.022493	0.0235301	0.023838	0.0245781	0.0149828
tci2_wsi3.0_chr_2	60600001	60700000	6781	0.0165322	0.0165576	0.0200273	0.0219026	0.0232974	0.0167605	0.015923	0.0172782	0.0220471	0.00963607	0.0166891	0.0202789	0.0176284	0.0200759	0.0118208
tci2_wsi3.0_chr_2	60700001	60800000	7229	0.0182194	0.0201698	0.0249462	0.0193556	0.0238827	0.0196613	0.0226365	0.0174541	0.0195832	0.0106501	0.0143881	0.0160752	0.0166547	0.0194398	0.0120683
tci2_wsi3.0_chr_2	60800001	60900000	5756	0.015544	0.0190061	0.018792	0.0224214	0.0238288	0.0167014	0.0151708	0.0137766	0.0132246	0.0096389	0.0125865	0.0126076	0.0129223	0.0140214	0.00780274
tci2_wsi3.0_chr_2	60900001	61000000	10472	0.0123186	0.0181584	0.01634	0.017974	0.0191771	0.0148199	0.0149336	0.0163251	0.0172422	0.010529	0.0136344	0.0149251	0.0148371	0.0144624	0.0118355
tci2_wsi3.0_chr_2	61000001	61100000	6890	0.0163854	0.0209814	0.019382	0.0229686	0.0214796	0.020758	0.0194125	0.0206788	0.0192054	0.016634	0.0221593	0.0203893	0.0224414	0.0216508	0.0155105
tci2_wsi3.0_chr_2	61100001	61200000	3875	0.0203736	0.0308083	0.0259048	0.0243476	0.0279117	0.0263212	0.021739	0.0171682	0.020527	0.0168231	0.0184774	0.021448	0.0195159	0.0237086	0.016795
tci2_wsi3.0_chr_2	61200001	61300000	5776	0.0210471	0.0280867	0.027575	0.0288033	0.0316482	0.0250988	0.0250039	0.0204768	0.0225486	0.021877	0.0271912	0.0256315	0.0275891	0.0272525	0.0208107
tci2_wsi3.0_chr_2	61300001	61400000	6454	0.0152379	0.019904	0.0207417	0.0299228	0.033689	0.0201942	0.0177887	0.0255083	0.024409	0.0136409	0.0206354	0.0214522	0.0215882	0.0221884	0.0143262
tci2_wsi3.0_chr_2	61400001	61500000	4718	0.0170874	0.0307965	0.030079	0.0268117	0.0272042	0.0269546	0.0277484	0.0305258	0.0301597	0.0162811	0.0259516	0.02539	0.025547	0.0243065	0.0187525
tci2_wsi3.0_chr_2	61500001	61600000	4343	0.0135665	0.0199356	0.0230539	0.0235738	0.0253111	0.0248361	0.0231947	0.0222052	0.0214633	0.0118805	0.0182505	0.0225064	0.0193487	0.0219781	0.013944
tci2_wsi3.0_chr_2	61600001	61700000	7018	0.0164021	0.0193478	0.0194068	0.0233173	0.0276675	0.0194081	0.0189972	0.0208033	0.0287979	0.0114955	0.0150394	0.0167796	0.0167855	0.0187713	0.0110942
tci2_wsi3.0_chr_2	61700001	61800000	7843	0.0166712	0.0172613	0.0188073	0.0201524	0.019424	0.0197726	0.0200832	0.0194268	0.0196048	0.0126534	0.0180672	0.017953	0.0182285	0.0161439	0.00990002
tci2_wsi3.0_chr_2	61800001	61900000	7229	0.0145415	0.0210626	0.0197701	0.0243996	0.0249538	0.0222616	0.0214822	0.0255615	0.0257869	0.016586	0.0222772	0.0218136	0.0222125	0.0214951	0.0153453
tci2_wsi3.0_chr_2	61900001	62000000	6910	0.025167	0.0275886	0.0255502	0.0270875	0.0265713	0.0219598	0.0224737	0.0257599	0.0258201	0.0160617	0.0278772	0.0247799	0.0262545	0.0241312	0.0192351
tci2_wsi3.0_chr_2	62000001	62100000	3981	0.0314045	0.0346329	0.0364352	0.0395207	0.035277	0.0323819	0.0358567	0.0347763	0.0350215	0.0247945	0.0250492	0.0300845	0.0300111	0.0334574	0.0217962
tci2_wsi3.0_chr_2	62100001	62200000	10441	0.0129968	0.018116	0.0183008	0.0187284	0.0187509	0.0163827	0.0157629	0.0186193	0.0174454	0.0104287	0.0168682	0.0160593	0.0177093	0.0179596	0.0111449
tci2_wsi3.0_chr_2	62200001	62300000	5645	0.0245377	0.0285068	0.0292266	0.0272524	0.0264797	0.0257825	0.0309256	0.0273221	0.0252664	0.0192692	0.0264405	0.0257281	0.0281842	0.0275436	0.0173778
tci2_wsi3.0_chr_2	62300001	62400000	3389	0.0203896	0.0255355	0.0247962	0.0236927	0.0230215	0.015078	0.0143411	0.0217996	0.0197062	0.0144654	0.0266325	0.0255538	0.023731	0.0226307	0.021202
tci2_wsi3.0_chr_2	62400001	62500000	9888	0.019963	0.0218249	0.0228824	0.0238623	0.0245115	0.0219556	0.0216428	0.0205782	0.0208843	0.0148578	0.0234809	0.0221681	0.0222601	0.0229685	0.0170501
tci2_wsi3.0_chr_2	62500001	62600000	8034	0.0199094	0.0221722	0.0220797	0.0206279	0.0231532	0.0214159	0.0205226	0.0181687	0.0190529	0.013523	0.0201703	0.0210812	0.0215658	0.0200396	0.014356
tci2_wsi3.0_chr_2	62600001	62700000	8901	0.0238549	0.0264845	0.0241935	0.0297733	0.0295682	0.0256307	0.0238231	0.0282136	0.0294344	0.0169393	0.0237054	0.0246318	0.0234615	0.0236681	0.0180216
tci2_wsi3.0_chr_2	62700001	62800000	11954	0.0152014	0.0174219	0.0198082	0.0210001	0.021287	0.0144586	0.0146531	0.0173527	0.017374	0.0117282	0.0155494	0.0147689	0.0181618	0.0179476	0.0106167
tci2_wsi3.0_chr_2	62800001	62900000	12759	0.0165081	0.0165023	0.0190161	0.0201124	0.0202192	0.0184849	0.0204231	0.0214795	0.0203692	0.0130176	0.0194743	0.020245	0.0200025	0.0188595	0.0139783
tci2_wsi3.0_chr_2	62900001	63000000	3151	0.0239156	0.0362572	0.0337802	0.0373577	0.0290206	0.038134	0.0363861	0.0373211	0.0296466	0.0235522	0.0266787	0.0257585	0.0293312	0.023242	0.0197313
tci2_wsi3.0_chr_2	63000001	63100000	6317	0.0226904	0.0255222	0.0262764	0.027866	0.025213	0.0218811	0.0194384	0.0227438	0.0265065	0.0142406	0.0189467	0.0230454	0.0201171	0.0197585	0.0139148
tci2_wsi3.0_chr_2	63100001	63200000	14872	0.0128004	0.0138925	0.013429	0.0135586	0.013398	0.0101316	0.0103916	0.0108892	0.0104427	0.0075591	0.0114544	0.0109038	0.0117702	0.0123244	0.00716355
tci2_wsi3.0_chr_2	63200001	63300000	8964	0.0181335	0.0185288	0.0169247	0.0194359	0.0190419	0.0175838	0.0155518	0.0182536	0.0170742	0.0118814	0.017164	0.0182359	0.0178652	0.0155199	0.0116831
tci2_wsi3.0_chr_2	63300001	63400000	10858	0.0126497	0.0135848	0.0155025	0.0133237	0.0154166	0.0139268	0.0154003	0.0122201	0.0152576	0.00936604	0.0132215	0.0136988	0.0156201	0.0139014	0.0110631
tci2_wsi3.0_chr_2	63400001	63500000	11171	0.0163122	0.0178511	0.0185608	0.0204556	0.0203653	0.0139655	0.0138156	0.0152205	0.015111	0.00894207	0.0162295	0.0155709	0.0161106	0.0165263	0.0106893
tci2_wsi3.0_chr_2	63500001	63600000	11610	0.011982	0.0133285	0.0138819	0.0170391	0.0151951	0.0105588	0.0121549	0.0154489	0.0157531	0.00991553	0.01664	0.0163121	0.0169091	0.0166467	0.0102842
tci2_wsi3.0_chr_2	63600001	63700000	8216	0.0132722	0.0200563	0.0190133	0.0178494	0.0185261	0.015252	0.0142681	0.0134272	0.0168766	0.0119627	0.0159123	0.0172865	0.01506	0.0195669	0.0124285
tci2_wsi3.0_chr_2	63700001	63800000	13785	0.0158154	0.0147228	0.0164721	0.0144456	0.016669	0.0132829	0.0146999	0.0144418	0.014778	0.0106506	0.0140615	0.0141133	0.0153438	0.0160051	0.0089103
tci2_wsi3.0_chr_2	63800001	63900000	12931	0.0108314	0.0114789	0.0118638	0.0128646	0.0125513	0.0105351	0.0113438	0.0115518	0.0118149	0.00756366	0.0115371	0.0102655	0.012205	0.0126809	0.00941245
tci2_wsi3.0_chr_2	63900001	64000000	10217	0.00706837	0.00739582	0.0100687	0.0103422	0.0101506	0.00615472	0.00783593	0.00715656	0.00718403	0.00532505	0.00722712	0.00699772	0.00690058	0.00681966	0.00527252
tci2_wsi3.0_chr_2	64000001	64100000	7539	0.0139213	0.0124036	0.0166806	0.0135397	0.0162801	0.0109254	0.0145977	0.0122263	0.012496	0.00895627	0.012584	0.0117614	0.0144829	0.0165014	0.00827386
tci2_wsi3.0_chr_2	64100001	64200000	11761	0.0155821	0.0175288	0.016342	0.0165362	0.0176819	0.0148109	0.0152273	0.0157298	0.0143292	0.0105508	0.0159305	0.0168642	0.0148142	0.015622	0.0110911
tci2_wsi3.0_chr_2	64200001	64300000	12480	0.0126494	0.0149701	0.0136864	0.0165282	0.0162553	0.0104915	0.011795	0.0127708	0.0138019	0.00848747	0.0148719	0.0137902	0.0151594	0.013878	0.0103394
tci2_wsi3.0_chr_2	64300001	64400000	10063	0.0157953	0.0136135	0.0138024	0.0151863	0.016216	0.0152624	0.0150565	0.0152162	0.0165441	0.00793436	0.0144727	0.0145651	0.0156334	0.0149218	0.0092034
tci2_wsi3.0_chr_2	64400001	64500000	13647	0.0116612	0.0124268	0.0133112	0.0124753	0.0131536	0.0111248	0.0112581	0.0122195	0.013166	0.00494935	0.0110462	0.011487	0.0108715	0.011076	0.00726818
tci2_wsi3.0_chr_2	64500001	64600000	10110	0.0187688	0.0251315	0.0228376	0.0211471	0.0202725	0.019657	0.0213671	0.0213326	0.0215115	0.0145736	0.0191108	0.0198354	0.020281	0.0215387	0.0136239
tci2_wsi3.0_chr_2	64600001	64700000	13243	0.0140877	0.0146183	0.013584	0.013898	0.0136491	0.0143107	0.0131558	0.0137137	0.0139199	0.00946616	0.0140805	0.014586	0.0134945	0.0139905	0.00843435
tci2_wsi3.0_chr_2	64700001	64800000	11812	0.0172235	0.0178379	0.0161502	0.0174679	0.0170057	0.0148894	0.0167757	0.0146968	0.0166662	0.0110066	0.0156007	0.0154651	0.0160484	0.0158229	0.0109558
tci2_wsi3.0_chr_2	64800001	64900000	11502	0.0146227	0.0170315	0.01637	0.0169232	0.0166027	0.0165679	0.0162315	0.0182539	0.0183343	0.0130637	0.0173975	0.0162452	0.0164261	0.0179235	0.0117633
tci2_wsi3.0_chr_2	64900001	65000000	11924	0.0156768	0.0162705	0.0171886	0.0166693	0.0168974	0.0144211	0.0154061	0.0144484	0.0136846	0.0102184	0.0176008	0.0153518	0.0189046	0.016685	0.0109158
tci2_wsi3.0_chr_2	65000001	65100000	15236	0.0175622	0.0185575	0.0189282	0.0194734	0.0195439	0.0160399	0.0158116	0.0167778	0.0169211	0.0123016	0.018582	0.0190333	0.0171986	0.0192996	0.0133455
tci2_wsi3.0_chr_2	65100001	65200000	5262	0.0156762	0.0213058	0.0192411	0.0210979	0.0222034	0.0182347	0.0171852	0.0180292	0.0176275	0.0158477	0.0195577	0.0226535	0.0195484	0.0186076	0.0127271
tci2_wsi3.0_chr_2	65200001	65300000	9897	0.00763576	0.00854305	0.00962812	0.00800233	0.0091485	0.00979732	0.0095557	0.00674904	0.00740204	0.00526393	0.00804112	0.00752116	0.00787465	0.00736965	0.00525087
tci2_wsi3.0_chr_2	65300001	65400000	8464	0.0066605	0.00841077	0.0075926	0.00877053	0.00905212	0.00946384	0.00753635	0.0078768	0.00828226	0.00360002	0.00574948	0.00625702	0.00520441	0.00632088	0.00563826
tci2_wsi3.0_chr_2	65400001	65500000	11156	0.0140347	0.0166713	0.0158384	0.0144498	0.0142625	0.0140649	0.0134586	0.0138598	0.0120273	0.0101326	0.0143737	0.0164664	0.0142496	0.0144422	0.00881135
