chrom	start	end	snps	RS3.1:SINBRED.1
tci2_wsi3.0_chr_3	8800001	8900000	4934	0.181901
tci2_wsi3.0_chr_3	8900001	9000000	5432	0.14504
tci2_wsi3.0_chr_3	9000001	9100000	8843	0.236744
tci2_wsi3.0_chr_3	9100001	9200000	6215	0.244661
tci2_wsi3.0_chr_3	9200001	9300000	6605	0.208748
tci2_wsi3.0_chr_3	9300001	9400000	5714	0.2185
tci2_wsi3.0_chr_3	9400001	9500000	4739	0.237616
tci2_wsi3.0_chr_3	9500001	9600000	7319	0.201306
tci2_wsi3.0_chr_3	9600001	9700000	6578	0.233107
tci2_wsi3.0_chr_3	9700001	9800000	7542	0.197499
tci2_wsi3.0_chr_3	9800001	9900000	6243	0.233674
tci2_wsi3.0_chr_3	9900001	10000000	6814	0.228817
tci2_wsi3.0_chr_3	10000001	10100000	6393	0.17729
tci2_wsi3.0_chr_3	10100001	10200000	7355	0.220203
tci2_wsi3.0_chr_3	10200001	10300000	6378	0.223176
tci2_wsi3.0_chr_3	10300001	10400000	5115	0.196342
tci2_wsi3.0_chr_3	10400001	10500000	8950	0.230074
tci2_wsi3.0_chr_3	10500001	10600000	4741	0.213625
tci2_wsi3.0_chr_3	10600001	10700000	4911	0.204663
tci2_wsi3.0_chr_3	10700001	10800000	6535	0.20565
tci2_wsi3.0_chr_3	10800001	10900000	5776	0.267044
tci2_wsi3.0_chr_3	10900001	11000000	6910	0.240423
tci2_wsi3.0_chr_3	11000001	11100000	7314	0.234669
tci2_wsi3.0_chr_3	11100001	11200000	7998	0.223926
tci2_wsi3.0_chr_3	11200001	11300000	4060	0.257506
tci2_wsi3.0_chr_3	11300001	11400000	6341	0.230549
tci2_wsi3.0_chr_3	11400001	11500000	4745	0.270146
tci2_wsi3.0_chr_3	11500001	11600000	5070	0.219378
tci2_wsi3.0_chr_3	11600001	11700000	5323	0.230696
tci2_wsi3.0_chr_3	11700001	11800000	6330	0.218188
tci2_wsi3.0_chr_3	11800001	11900000	6479	0.228191
tci2_wsi3.0_chr_3	11900001	12000000	5184	0.240773
tci2_wsi3.0_chr_3	12000001	12100000	6111	0.194773
tci2_wsi3.0_chr_3	12100001	12200000	3954	0.2047
tci2_wsi3.0_chr_3	12200001	12300000	5591	0.199417
tci2_wsi3.0_chr_3	12300001	12400000	7198	0.209305
tci2_wsi3.0_chr_3	12400001	12500000	3735	0.204342
tci2_wsi3.0_chr_3	12500001	12600000	5225	0.182224
tci2_wsi3.0_chr_3	12600001	12700000	4897	0.212709
tci2_wsi3.0_chr_3	12700001	12800000	5565	0.219279
tci2_wsi3.0_chr_3	12800001	12900000	5868	0.205867
tci2_wsi3.0_chr_3	12900001	13000000	5068	0.199762
tci2_wsi3.0_chr_3	13000001	13100000	4788	0.229476
tci2_wsi3.0_chr_3	13100001	13200000	4902	0.18719
tci2_wsi3.0_chr_3	13200001	13300000	4847	0.19638
tci2_wsi3.0_chr_3	13300001	13400000	7130	0.209605
tci2_wsi3.0_chr_3	13400001	13500000	7428	0.24176
tci2_wsi3.0_chr_3	13500001	13600000	4858	0.201579
tci2_wsi3.0_chr_3	13600001	13700000	3850	0.151371
tci2_wsi3.0_chr_3	13700001	13800000	5207	0.242259
tci2_wsi3.0_chr_3	13800001	13900000	5670	0.236175
tci2_wsi3.0_chr_3	13900001	14000000	5602	0.271936
tci2_wsi3.0_chr_3	14000001	14100000	6043	0.229038
tci2_wsi3.0_chr_3	14100001	14200000	5190	0.185863
tci2_wsi3.0_chr_3	14200001	14300000	6495	0.206862
tci2_wsi3.0_chr_3	14300001	14400000	4736	0.24139
tci2_wsi3.0_chr_3	14400001	14500000	4181	0.161584
tci2_wsi3.0_chr_3	14500001	14600000	2306	0.134965
tci2_wsi3.0_chr_3	14600001	14700000	4768	0.224383
tci2_wsi3.0_chr_3	14700001	14800000	3880	0.209825
tci2_wsi3.0_chr_3	14800001	14900000	3640	0.26055
tci2_wsi3.0_chr_3	14900001	15000000	6663	0.225722
tci2_wsi3.0_chr_3	15000001	15100000	6840	0.231147
tci2_wsi3.0_chr_3	15100001	15200000	5700	0.228129
tci2_wsi3.0_chr_3	15200001	15300000	6636	0.201215
tci2_wsi3.0_chr_3	15300001	15400000	5618	0.208306
tci2_wsi3.0_chr_3	15400001	15500000	3728	0.236424
tci2_wsi3.0_chr_3	15500001	15600000	5082	0.226152
tci2_wsi3.0_chr_3	15600001	15700000	3491	0.217604
tci2_wsi3.0_chr_3	15700001	15800000	5730	0.223419
tci2_wsi3.0_chr_3	15800001	15900000	4357	0.224938
tci2_wsi3.0_chr_3	15900001	16000000	4859	0.222109
tci2_wsi3.0_chr_3	16000001	16100000	3331	0.197158
tci2_wsi3.0_chr_3	16100001	16200000	6227	0.180359
tci2_wsi3.0_chr_3	16200001	16300000	5376	0.221808
tci2_wsi3.0_chr_3	16300001	16400000	4979	0.214686
tci2_wsi3.0_chr_3	16400001	16500000	4683	0.220283
tci2_wsi3.0_chr_3	16500001	16600000	5733	0.200747
tci2_wsi3.0_chr_3	16600001	16700000	5693	0.226858
tci2_wsi3.0_chr_3	16700001	16800000	2984	0.231382
tci2_wsi3.0_chr_3	16800001	16900000	3127	0.212893
tci2_wsi3.0_chr_3	16900001	17000000	3482	0.195199
tci2_wsi3.0_chr_3	17000001	17100000	4093	0.191626
tci2_wsi3.0_chr_3	17100001	17200000	2660	0.225647
tci2_wsi3.0_chr_3	17200001	17300000	3312	0.212357
tci2_wsi3.0_chr_3	17300001	17400000	5008	0.217651
tci2_wsi3.0_chr_3	17400001	17500000	2766	0.196647
tci2_wsi3.0_chr_3	17500001	17600000	4001	0.199377
tci2_wsi3.0_chr_3	17600001	17700000	5883	0.231384
tci2_wsi3.0_chr_3	17700001	17800000	4319	0.267415
tci2_wsi3.0_chr_3	17800001	17900000	6001	0.231996
tci2_wsi3.0_chr_3	17900001	18000000	6240	0.247143
tci2_wsi3.0_chr_3	18000001	18100000	7394	0.226608
tci2_wsi3.0_chr_3	18100001	18200000	6184	0.189971
tci2_wsi3.0_chr_3	18200001	18300000	7578	0.186667
tci2_wsi3.0_chr_3	18300001	18400000	5237	0.213537
tci2_wsi3.0_chr_3	18400001	18500000	4784	0.212582
tci2_wsi3.0_chr_3	18500001	18600000	3842	0.143586
tci2_wsi3.0_chr_3	18600001	18700000	5700	0.211617
tci2_wsi3.0_chr_3	18700001	18800000	2242	0.217499
tci2_wsi3.0_chr_3	18800001	18900000	5543	0.199486
tci2_wsi3.0_chr_3	18900001	19000000	4124	0.23145
tci2_wsi3.0_chr_3	19000001	19100000	4304	0.228779
tci2_wsi3.0_chr_3	19100001	19200000	6002	0.211254
tci2_wsi3.0_chr_3	19200001	19300000	6114	0.220331
tci2_wsi3.0_chr_3	19300001	19400000	5146	0.227534
tci2_wsi3.0_chr_3	19400001	19500000	5383	0.201848
tci2_wsi3.0_chr_3	19500001	19600000	6209	0.210873
tci2_wsi3.0_chr_3	19600001	19700000	2919	0.203791
tci2_wsi3.0_chr_3	19700001	19800000	4459	0.201761
tci2_wsi3.0_chr_3	19800001	19900000	8038	0.224505
tci2_wsi3.0_chr_3	19900001	20000000	7524	0.207333
tci2_wsi3.0_chr_3	20000001	20100000	4611	0.220241
tci2_wsi3.0_chr_3	20100001	20200000	6005	0.211614
tci2_wsi3.0_chr_3	20200001	20300000	5524	0.184212
tci2_wsi3.0_chr_3	20300001	20400000	6036	0.165832
tci2_wsi3.0_chr_3	20400001	20500000	4040	0.216342
tci2_wsi3.0_chr_3	20500001	20600000	4353	0.200814
tci2_wsi3.0_chr_3	20600001	20700000	3894	0.217045
tci2_wsi3.0_chr_3	20700001	20800000	4117	0.237922
tci2_wsi3.0_chr_3	20800001	20900000	4764	0.258136
tci2_wsi3.0_chr_3	20900001	21000000	3812	0.204894
tci2_wsi3.0_chr_3	21000001	21100000	2572	0.213228
tci2_wsi3.0_chr_3	21100001	21200000	6844	0.251036
tci2_wsi3.0_chr_3	21200001	21300000	4734	0.225344
tci2_wsi3.0_chr_3	21300001	21400000	4044	0.186521
tci2_wsi3.0_chr_3	21400001	21500000	8258	0.202399
tci2_wsi3.0_chr_3	21500001	21600000	5600	0.201158
tci2_wsi3.0_chr_3	21600001	21700000	4420	0.152571
tci2_wsi3.0_chr_3	21700001	21800000	3552	0.14702
tci2_wsi3.0_chr_3	21800001	21900000	3550	0.224594
tci2_wsi3.0_chr_3	21900001	22000000	6148	0.230199
tci2_wsi3.0_chr_3	22000001	22100000	6706	0.202064
tci2_wsi3.0_chr_3	22100001	22200000	7248	0.236387
tci2_wsi3.0_chr_3	22200001	22300000	5810	0.202114
tci2_wsi3.0_chr_3	22300001	22400000	5807	0.198643
tci2_wsi3.0_chr_3	22400001	22500000	5837	0.214917
tci2_wsi3.0_chr_3	22500001	22600000	4995	0.222863
tci2_wsi3.0_chr_3	22600001	22700000	2771	0.192602
tci2_wsi3.0_chr_3	22700001	22800000	2683	0.190514
tci2_wsi3.0_chr_3	22800001	22900000	4567	0.236012
tci2_wsi3.0_chr_3	22900001	23000000	5416	0.194591
tci2_wsi3.0_chr_3	23000001	23100000	1467	0.141681
tci2_wsi3.0_chr_3	23100001	23200000	5006	0.234438
tci2_wsi3.0_chr_3	23200001	23300000	7014	0.214455
tci2_wsi3.0_chr_3	23300001	23400000	5111	0.221154
tci2_wsi3.0_chr_3	23400001	23500000	5270	0.192309
tci2_wsi3.0_chr_3	23500001	23600000	4845	0.21176
tci2_wsi3.0_chr_3	23600001	23700000	6584	0.216831
tci2_wsi3.0_chr_3	23700001	23800000	5950	0.197539
tci2_wsi3.0_chr_3	23800001	23900000	7812	0.201476
tci2_wsi3.0_chr_3	23900001	24000000	4905	0.178725
tci2_wsi3.0_chr_3	24000001	24100000	4759	0.119475
tci2_wsi3.0_chr_3	24100001	24200000	5298	0.215678
tci2_wsi3.0_chr_3	24200001	24300000	5777	0.249394
tci2_wsi3.0_chr_3	24300001	24400000	5503	0.243929
tci2_wsi3.0_chr_3	24400001	24500000	6002	0.185898
tci2_wsi3.0_chr_3	24500001	24600000	4454	0.207648
tci2_wsi3.0_chr_3	24600001	24700000	3084	0.225256
tci2_wsi3.0_chr_3	24700001	24800000	5536	0.266649
tci2_wsi3.0_chr_3	24800001	24900000	5983	0.250171
tci2_wsi3.0_chr_3	24900001	25000000	5062	0.251685
tci2_wsi3.0_chr_3	25000001	25100000	5626	0.207527
tci2_wsi3.0_chr_3	25100001	25200000	7999	0.229771
tci2_wsi3.0_chr_3	25200001	25300000	5713	0.227971
tci2_wsi3.0_chr_3	25300001	25400000	4215	0.213409
tci2_wsi3.0_chr_3	25400001	25500000	1826	0.221531
tci2_wsi3.0_chr_3	25500001	25600000	5440	0.217782
tci2_wsi3.0_chr_3	25600001	25700000	6303	0.214202
tci2_wsi3.0_chr_3	25700001	25800000	4476	0.19737
tci2_wsi3.0_chr_3	25800001	25900000	5780	0.187346
tci2_wsi3.0_chr_3	25900001	26000000	5014	0.144539
tci2_wsi3.0_chr_3	26000001	26100000	5217	0.208985
tci2_wsi3.0_chr_3	26100001	26200000	4372	0.229837
tci2_wsi3.0_chr_3	26200001	26300000	6906	0.227436
tci2_wsi3.0_chr_3	26300001	26400000	7485	0.233297
tci2_wsi3.0_chr_3	26400001	26500000	6397	0.246837
tci2_wsi3.0_chr_3	26500001	26600000	6421	0.197441
tci2_wsi3.0_chr_3	26600001	26700000	7593	0.22885
tci2_wsi3.0_chr_3	26700001	26800000	6718	0.20967
tci2_wsi3.0_chr_3	26800001	26900000	6391	0.244065
tci2_wsi3.0_chr_3	26900001	27000000	6193	0.269537
tci2_wsi3.0_chr_3	27000001	27100000	5844	0.155774
tci2_wsi3.0_chr_3	27100001	27200000	7175	0.242691
tci2_wsi3.0_chr_3	27200001	27300000	5421	0.236948
tci2_wsi3.0_chr_3	27300001	27400000	5838	0.216176
tci2_wsi3.0_chr_3	27400001	27500000	5655	0.160681
tci2_wsi3.0_chr_3	27500001	27600000	3878	0.165396
tci2_wsi3.0_chr_3	27600001	27700000	6273	0.222372
tci2_wsi3.0_chr_3	27700001	27800000	5898	0.20663
tci2_wsi3.0_chr_3	27800001	27900000	6157	0.228583
tci2_wsi3.0_chr_3	27900001	28000000	4683	0.272248
tci2_wsi3.0_chr_3	28000001	28100000	4964	0.196201
tci2_wsi3.0_chr_3	28100001	28200000	3644	0.206212
tci2_wsi3.0_chr_3	28200001	28300000	2784	0.221331
tci2_wsi3.0_chr_3	28300001	28400000	4897	0.241734
tci2_wsi3.0_chr_3	28400001	28500000	4584	0.234943
tci2_wsi3.0_chr_3	28500001	28600000	3667	0.20868
tci2_wsi3.0_chr_3	28600001	28700000	8313	0.2153
tci2_wsi3.0_chr_3	28700001	28800000	5489	0.1948
tci2_wsi3.0_chr_3	28800001	28900000	4674	0.187182
tci2_wsi3.0_chr_3	28900001	29000000	4483	0.164393
tci2_wsi3.0_chr_3	29000001	29100000	3726	0.180665
tci2_wsi3.0_chr_3	29100001	29200000	3508	0.13845
tci2_wsi3.0_chr_3	29200001	29300000	3958	0.209615
tci2_wsi3.0_chr_3	29300001	29400000	5830	0.203744
tci2_wsi3.0_chr_3	29400001	29500000	5200	0.179182
tci2_wsi3.0_chr_3	29500001	29600000	5309	0.158234
tci2_wsi3.0_chr_3	29600001	29700000	6111	0.222443
tci2_wsi3.0_chr_3	29700001	29800000	5557	0.235823
tci2_wsi3.0_chr_3	29800001	29900000	4004	0.200074
tci2_wsi3.0_chr_3	29900001	30000000	3949	0.18322
tci2_wsi3.0_chr_3	30000001	30100000	6872	0.185433
tci2_wsi3.0_chr_3	30100001	30200000	5367	0.18052
tci2_wsi3.0_chr_3	30200001	30300000	5902	0.254787
tci2_wsi3.0_chr_3	30300001	30400000	5693	0.220448
tci2_wsi3.0_chr_3	30400001	30500000	4800	0.19827
tci2_wsi3.0_chr_3	30500001	30600000	3331	0.215314
tci2_wsi3.0_chr_3	30600001	30700000	4440	0.23143
tci2_wsi3.0_chr_3	30700001	30800000	5642	0.220952
tci2_wsi3.0_chr_3	30800001	30900000	4879	0.173866
tci2_wsi3.0_chr_3	30900001	31000000	5529	0.229519
tci2_wsi3.0_chr_3	31000001	31100000	6404	0.227291
tci2_wsi3.0_chr_3	31100001	31200000	5237	0.226083
tci2_wsi3.0_chr_3	31200001	31300000	4401	0.194212
tci2_wsi3.0_chr_3	31300001	31400000	4264	0.234601
tci2_wsi3.0_chr_3	31400001	31500000	3240	0.231941
tci2_wsi3.0_chr_3	31500001	31600000	3800	0.21774
tci2_wsi3.0_chr_3	31600001	31700000	4240	0.201173
tci2_wsi3.0_chr_3	31700001	31800000	3032	0.197612
tci2_wsi3.0_chr_3	31800001	31900000	6131	0.187799
tci2_wsi3.0_chr_3	31900001	32000000	5543	0.245847
tci2_wsi3.0_chr_3	32000001	32100000	4759	0.231698
tci2_wsi3.0_chr_3	32100001	32200000	5405	0.154165
tci2_wsi3.0_chr_3	32200001	32300000	4811	0.163002
tci2_wsi3.0_chr_3	32300001	32400000	4398	0.197489
tci2_wsi3.0_chr_3	32400001	32500000	3155	0.182631
tci2_wsi3.0_chr_3	32500001	32600000	4001	0.191404
tci2_wsi3.0_chr_3	32600001	32700000	2976	0.206514
tci2_wsi3.0_chr_3	32700001	32800000	3912	0.235044
tci2_wsi3.0_chr_3	32800001	32900000	2094	0.248465
tci2_wsi3.0_chr_3	32900001	33000000	2355	0.203803
tci2_wsi3.0_chr_3	33000001	33100000	5805	0.19815
tci2_wsi3.0_chr_3	33100001	33200000	6573	0.156815
tci2_wsi3.0_chr_3	33200001	33300000	4342	0.188228
tci2_wsi3.0_chr_3	33300001	33400000	5365	0.125682
tci2_wsi3.0_chr_3	33400001	33500000	5406	0.212601
tci2_wsi3.0_chr_3	33500001	33600000	4749	0.225026
tci2_wsi3.0_chr_3	33600001	33700000	4795	0.217402
tci2_wsi3.0_chr_3	33700001	33800000	4867	0.189957
tci2_wsi3.0_chr_3	33800001	33900000	5749	0.211728
tci2_wsi3.0_chr_3	33900001	34000000	5705	0.159545
tci2_wsi3.0_chr_3	34000001	34100000	4539	0.218546
tci2_wsi3.0_chr_3	34100001	34200000	5505	0.202443
tci2_wsi3.0_chr_3	34200001	34300000	5707	0.20421
tci2_wsi3.0_chr_3	34300001	34400000	5385	0.173867
tci2_wsi3.0_chr_3	34400001	34500000	3693	0.165604
tci2_wsi3.0_chr_3	34500001	34600000	3306	0.192741
tci2_wsi3.0_chr_3	34600001	34700000	4195	0.231292
tci2_wsi3.0_chr_3	34700001	34800000	6670	0.236925
tci2_wsi3.0_chr_3	34800001	34900000	4279	0.192409
tci2_wsi3.0_chr_3	34900001	35000000	5818	0.218358
tci2_wsi3.0_chr_3	35000001	35100000	3195	0.157003
tci2_wsi3.0_chr_3	35100001	35200000	4074	0.182709
tci2_wsi3.0_chr_3	35200001	35300000	4880	0.178116
tci2_wsi3.0_chr_3	35300001	35400000	4259	0.190797
tci2_wsi3.0_chr_3	35400001	35500000	4518	0.216448
tci2_wsi3.0_chr_3	35500001	35600000	6307	0.232472
tci2_wsi3.0_chr_3	35600001	35700000	5921	0.217536
tci2_wsi3.0_chr_3	35700001	35800000	3960	0.158041
tci2_wsi3.0_chr_3	35800001	35900000	4096	0.183868
tci2_wsi3.0_chr_3	35900001	36000000	3271	0.0672015
tci2_wsi3.0_chr_3	36000001	36100000	3036	0.107955
tci2_wsi3.0_chr_3	36100001	36200000	5309	0.183001
tci2_wsi3.0_chr_3	36200001	36300000	4216	0.197137
tci2_wsi3.0_chr_3	36300001	36400000	4167	0.222606
tci2_wsi3.0_chr_3	36400001	36500000	6753	0.233208
tci2_wsi3.0_chr_3	36500001	36600000	6226	0.219911
tci2_wsi3.0_chr_3	36600001	36700000	5549	0.22777
tci2_wsi3.0_chr_3	36700001	36800000	3067	0.226839
tci2_wsi3.0_chr_3	36800001	36900000	6343	0.201216
tci2_wsi3.0_chr_3	36900001	37000000	3499	0.211848
tci2_wsi3.0_chr_3	37000001	37100000	2857	0.138592
tci2_wsi3.0_chr_3	37100001	37200000	5766	0.200412
tci2_wsi3.0_chr_3	37200001	37300000	5551	0.179524
tci2_wsi3.0_chr_3	37300001	37400000	4719	0.196541
tci2_wsi3.0_chr_3	37400001	37500000	5738	0.225951
tci2_wsi3.0_chr_3	37500001	37600000	4155	0.238533
tci2_wsi3.0_chr_3	37600001	37700000	5873	0.200244
tci2_wsi3.0_chr_3	37700001	37800000	3416	0.189094
tci2_wsi3.0_chr_3	37800001	37900000	4715	0.231214
tci2_wsi3.0_chr_3	37900001	38000000	4789	0.227767
tci2_wsi3.0_chr_3	38000001	38100000	5519	0.189638
tci2_wsi3.0_chr_3	38100001	38200000	4903	0.203896
tci2_wsi3.0_chr_3	38200001	38300000	3241	0.235728
tci2_wsi3.0_chr_3	38300001	38400000	4079	0.174094
tci2_wsi3.0_chr_3	38400001	38500000	4800	0.149811
tci2_wsi3.0_chr_3	38500001	38600000	5058	0.200776
tci2_wsi3.0_chr_3	38600001	38700000	4261	0.192491
tci2_wsi3.0_chr_3	38700001	38800000	4681	0.251979
tci2_wsi3.0_chr_3	38800001	38900000	3964	0.166794
tci2_wsi3.0_chr_3	38900001	39000000	5135	0.170421
tci2_wsi3.0_chr_3	39000001	39100000	3941	0.220632
tci2_wsi3.0_chr_3	39100001	39200000	3597	0.219832
tci2_wsi3.0_chr_3	39200001	39300000	4694	0.202632
tci2_wsi3.0_chr_3	39300001	39400000	6651	0.200117
tci2_wsi3.0_chr_3	39400001	39500000	6348	0.178253
tci2_wsi3.0_chr_3	39500001	39600000	3778	0.21531
tci2_wsi3.0_chr_3	39600001	39700000	5330	0.199162
tci2_wsi3.0_chr_3	39700001	39800000	5794	0.189432
tci2_wsi3.0_chr_3	39800001	39900000	6548	0.226591
tci2_wsi3.0_chr_3	39900001	40000000	5378	0.177524
tci2_wsi3.0_chr_3	40000001	40100000	2486	0.21858
tci2_wsi3.0_chr_3	40100001	40200000	5013	0.217487
tci2_wsi3.0_chr_3	40200001	40300000	4603	0.211521
tci2_wsi3.0_chr_3	40300001	40400000	5488	0.242793
tci2_wsi3.0_chr_3	40400001	40500000	5361	0.174623
tci2_wsi3.0_chr_3	40500001	40600000	5662	0.200668
tci2_wsi3.0_chr_3	40600001	40700000	5283	0.187936
tci2_wsi3.0_chr_3	40700001	40800000	7158	0.207515
tci2_wsi3.0_chr_3	40800001	40900000	5641	0.182062
tci2_wsi3.0_chr_3	40900001	41000000	5969	0.225953
tci2_wsi3.0_chr_3	41000001	41100000	5210	0.251696
tci2_wsi3.0_chr_3	41100001	41200000	4212	0.24712
tci2_wsi3.0_chr_3	41200001	41300000	5094	0.248404
tci2_wsi3.0_chr_3	41300001	41400000	3649	0.255312
tci2_wsi3.0_chr_3	41400001	41500000	3673	0.140019
tci2_wsi3.0_chr_3	41500001	41600000	4459	0.165381
tci2_wsi3.0_chr_3	41600001	41700000	2796	0.0943681
tci2_wsi3.0_chr_3	41700001	41800000	4013	0.15122
tci2_wsi3.0_chr_3	41800001	41900000	6310	0.221971
tci2_wsi3.0_chr_3	41900001	42000000	4249	0.17622
tci2_wsi3.0_chr_3	42000001	42100000	5829	0.199956
tci2_wsi3.0_chr_3	42100001	42200000	6155	0.203997
tci2_wsi3.0_chr_3	42200001	42300000	5487	0.238685
tci2_wsi3.0_chr_3	42300001	42400000	3703	0.170397
tci2_wsi3.0_chr_3	42400001	42500000	6208	0.212881
tci2_wsi3.0_chr_3	42500001	42600000	4853	0.225264
tci2_wsi3.0_chr_3	42600001	42700000	2496	0.182399
tci2_wsi3.0_chr_3	42700001	42800000	3366	0.160477
tci2_wsi3.0_chr_3	42800001	42900000	4173	0.107962
tci2_wsi3.0_chr_3	42900001	43000000	3442	0.168926
tci2_wsi3.0_chr_3	43000001	43100000	4201	0.218801
tci2_wsi3.0_chr_3	43100001	43200000	4903	0.146024
tci2_wsi3.0_chr_3	43200001	43300000	5163	0.177566
tci2_wsi3.0_chr_3	43300001	43400000	2512	0.114966
tci2_wsi3.0_chr_3	43400001	43500000	2313	0.0954194
tci2_wsi3.0_chr_3	43500001	43600000	2109	0.110126
tci2_wsi3.0_chr_3	43600001	43700000	1572	0.130596
tci2_wsi3.0_chr_3	43700001	43800000	1600	0.125719
tci2_wsi3.0_chr_3	43800001	43900000	2060	0.132674
tci2_wsi3.0_chr_3	43900001	44000000	2832	0.226476
tci2_wsi3.0_chr_3	44000001	44100000	3936	0.216619
tci2_wsi3.0_chr_3	44100001	44200000	4686	0.154592
tci2_wsi3.0_chr_3	44200001	44300000	4966	0.197874
tci2_wsi3.0_chr_3	44300001	44400000	5280	0.236714
tci2_wsi3.0_chr_3	44400001	44500000	4669	0.248192
tci2_wsi3.0_chr_3	44500001	44600000	4748	0.21273
tci2_wsi3.0_chr_3	44600001	44700000	4974	0.14157
tci2_wsi3.0_chr_3	44700001	44800000	5887	0.140788
tci2_wsi3.0_chr_3	44800001	44900000	6783	0.168521
tci2_wsi3.0_chr_3	44900001	45000000	3626	0.209015
tci2_wsi3.0_chr_3	45000001	45100000	5207	0.227684
tci2_wsi3.0_chr_3	45100001	45200000	4666	0.179887
tci2_wsi3.0_chr_3	45200001	45300000	2436	0.128437
tci2_wsi3.0_chr_3	45300001	45400000	3976	0.188899
tci2_wsi3.0_chr_3	45400001	45500000	4704	0.178845
tci2_wsi3.0_chr_3	45500001	45600000	5322	0.154233
tci2_wsi3.0_chr_3	45600001	45700000	3492	0.176866
tci2_wsi3.0_chr_3	45700001	45800000	3107	0.190211
tci2_wsi3.0_chr_3	45800001	45900000	5334	0.206129
tci2_wsi3.0_chr_3	45900001	46000000	5767	0.19569
tci2_wsi3.0_chr_3	46000001	46100000	4548	0.198105
tci2_wsi3.0_chr_3	46100001	46200000	2201	0.180157
tci2_wsi3.0_chr_3	46200001	46300000	4270	0.157003
tci2_wsi3.0_chr_3	46300001	46400000	3270	0.249696
tci2_wsi3.0_chr_3	46400001	46500000	3414	0.141033
tci2_wsi3.0_chr_3	46500001	46600000	2636	0.166445
tci2_wsi3.0_chr_3	46600001	46700000	3756	0.141472
tci2_wsi3.0_chr_3	46700001	46800000	3044	0.136162
tci2_wsi3.0_chr_3	46800001	46900000	3168	0.109511
tci2_wsi3.0_chr_3	46900001	47000000	3658	0.126955
tci2_wsi3.0_chr_3	47000001	47100000	4142	0.169825
tci2_wsi3.0_chr_3	47100001	47200000	2404	0.166687
tci2_wsi3.0_chr_3	47200001	47300000	2432	0.190517
tci2_wsi3.0_chr_3	47300001	47400000	5273	0.208359
tci2_wsi3.0_chr_3	47400001	47500000	3618	0.158447
tci2_wsi3.0_chr_3	47500001	47600000	3539	0.198713
tci2_wsi3.0_chr_3	47600001	47700000	3018	0.12125
tci2_wsi3.0_chr_3	47700001	47800000	3772	0.23529
tci2_wsi3.0_chr_3	47800001	47900000	5764	0.244234
tci2_wsi3.0_chr_3	47900001	48000000	4028	0.176582
tci2_wsi3.0_chr_3	48000001	48100000	3434	0.145911
tci2_wsi3.0_chr_3	48100001	48200000	3680	0.168862
tci2_wsi3.0_chr_3	48200001	48300000	5080	0.142048
tci2_wsi3.0_chr_3	48300001	48400000	4389	0.220808
tci2_wsi3.0_chr_3	48400001	48500000	3223	0.146069
tci2_wsi3.0_chr_3	48500001	48600000	2954	0.0933264
tci2_wsi3.0_chr_3	48600001	48700000	5092	0.124398
tci2_wsi3.0_chr_3	48700001	48800000	4858	0.195716
tci2_wsi3.0_chr_3	48800001	48900000	2809	0.164741
tci2_wsi3.0_chr_3	48900001	49000000	2333	0.122365
tci2_wsi3.0_chr_3	49000001	49100000	3542	0.148619
tci2_wsi3.0_chr_3	49100001	49200000	4567	0.14209
tci2_wsi3.0_chr_3	49200001	49300000	3943	0.170101
tci2_wsi3.0_chr_3	49300001	49400000	3136	0.129316
tci2_wsi3.0_chr_3	49400001	49500000	2652	0.20164
tci2_wsi3.0_chr_3	49500001	49600000	2674	0.144548
tci2_wsi3.0_chr_3	49600001	49700000	3820	0.114155
tci2_wsi3.0_chr_3	49700001	49800000	3834	0.130146
tci2_wsi3.0_chr_3	49800001	49900000	6377	0.149959
tci2_wsi3.0_chr_3	49900001	50000000	4519	0.157729
tci2_wsi3.0_chr_3	50000001	50100000	2490	0.198025
tci2_wsi3.0_chr_3	50100001	50200000	2515	0.122643
tci2_wsi3.0_chr_3	50200001	50300000	3821	0.208035
tci2_wsi3.0_chr_3	50300001	50400000	4177	0.210769
tci2_wsi3.0_chr_3	50400001	50500000	2746	0.137083
tci2_wsi3.0_chr_3	50500001	50600000	4204	0.233458
tci2_wsi3.0_chr_3	50600001	50700000	4389	0.24205
tci2_wsi3.0_chr_3	50700001	50800000	4695	0.194083
tci2_wsi3.0_chr_3	50800001	50900000	3906	0.204505
tci2_wsi3.0_chr_3	50900001	51000000	4328	0.22142
tci2_wsi3.0_chr_3	51000001	51100000	5228	0.24248
tci2_wsi3.0_chr_3	51100001	51200000	4743	0.147243
tci2_wsi3.0_chr_3	51200001	51300000	5553	0.185197
tci2_wsi3.0_chr_3	51300001	51400000	1749	0.134106
tci2_wsi3.0_chr_3	51400001	51500000	2539	0.119583
tci2_wsi3.0_chr_3	51500001	51600000	1752	0.0888955
tci2_wsi3.0_chr_3	51600001	51700000	1402	0.084032
tci2_wsi3.0_chr_3	51700001	51800000	1525	0.0583909
tci2_wsi3.0_chr_3	51800001	51900000	1717	0.0417103
tci2_wsi3.0_chr_3	51900001	52000000	1517	0.0705515
tci2_wsi3.0_chr_3	52000001	52100000	2220	0.0733238
tci2_wsi3.0_chr_3	52100001	52200000	3418	0.0989517
tci2_wsi3.0_chr_3	52200001	52300000	2407	0.164038
tci2_wsi3.0_chr_3	52300001	52400000	3583	0.129967
