chrom	start	end	snps	F2_POST.1:F2_PRE.1	F2_POST.1:F3_POST_A.1	F2_POST.1:F3_POST_B.1	F2_POST.1:F3_PRE_A.1	F2_POST.1:F3_PRE_B.1	F2_PRE.1:F3_POST_A.1	F2_PRE.1:F3_POST_B.1	F2_PRE.1:F3_PRE_A.1	F2_PRE.1:F3_PRE_B.1	F3_POST_A.1:F3_POST_B.1	F3_POST_A.1:F3_PRE_A.1	F3_POST_A.1:F3_PRE_B.1	F3_POST_B.1:F3_PRE_A.1	F3_POST_B.1:F3_PRE_B.1	F3_PRE_A.1:F3_PRE_B.1
tci2_wsi3.0_chr_1	82100001	82200000	10490	0.10083	0.0940145	0.0954485	0.100216	0.10119	0.0971226	0.0986947	0.104595	0.103835	0.0909864	0.0972238	0.0966935	0.0978757	0.0982536	0.104817
tci2_wsi3.0_chr_1	82200001	82300000	6772	0.0974525	0.0938308	0.0973613	0.103857	0.100744	0.10045	0.103813	0.109262	0.108668	0.0988941	0.104078	0.101195	0.108396	0.108016	0.114246
tci2_wsi3.0_chr_1	82300001	82400000	7971	0.104477	0.0961058	0.0974954	0.104865	0.104973	0.10484	0.103571	0.114048	0.113718	0.0970673	0.103116	0.102434	0.105258	0.103337	0.113588
tci2_wsi3.0_chr_1	82400001	82500000	8124	0.117724	0.117563	0.116195	0.117434	0.117965	0.118263	0.116969	0.118902	0.119072	0.114617	0.115581	0.116768	0.113927	0.114638	0.114706
tci2_wsi3.0_chr_1	82500001	82600000	10679	0.119224	0.120731	0.121505	0.123155	0.125248	0.121696	0.122508	0.122219	0.125765	0.121794	0.124546	0.127036	0.125047	0.128411	0.12937
tci2_wsi3.0_chr_1	82600001	82700000	11296	0.136583	0.137693	0.136467	0.13974	0.139084	0.137508	0.136348	0.138279	0.139082	0.135001	0.13886	0.139425	0.137611	0.137513	0.13974
tci2_wsi3.0_chr_1	82700001	82800000	7003	0.118299	0.116765	0.116933	0.115889	0.116774	0.118539	0.116979	0.116068	0.117598	0.113165	0.114151	0.114562	0.114454	0.113699	0.11413
tci2_wsi3.0_chr_1	82800001	82900000	9457	0.150975	0.147817	0.149786	0.146088	0.146874	0.145899	0.147781	0.144438	0.144965	0.143766	0.138737	0.139171	0.141067	0.141442	0.135629
tci2_wsi3.0_chr_1	82900001	83000000	9016	0.144817	0.144591	0.144204	0.146769	0.147743	0.143993	0.143906	0.146533	0.147262	0.14035	0.14345	0.144367	0.143583	0.144368	0.144897
tci2_wsi3.0_chr_1	83000001	83100000	5112	0.128395	0.130501	0.128829	0.129981	0.129821	0.128837	0.12764	0.128282	0.128008	0.126518	0.126549	0.127205	0.125451	0.126383	0.125897
tci2_wsi3.0_chr_1	83100001	83200000	5178	0.0903823	0.0926911	0.0926642	0.0926507	0.0923559	0.0930492	0.0940117	0.0931012	0.0920976	0.0953948	0.0941354	0.0937095	0.0951013	0.0939959	0.0945329
tci2_wsi3.0_chr_1	83200001	83300000	7196	0.0834477	0.0893472	0.0896401	0.0926031	0.0950447	0.0854393	0.0856584	0.0891089	0.0916839	0.0907499	0.0936838	0.0962362	0.0943881	0.0964589	0.0988804
tci2_wsi3.0_chr_1	83300001	83400000	5794	0.0679921	0.0687455	0.0678354	0.0717372	0.0734825	0.0681684	0.0670614	0.0711562	0.0727112	0.0678275	0.0722283	0.0732287	0.0709728	0.0722966	0.0758755
tci2_wsi3.0_chr_1	83400001	83500000	7829	0.0688458	0.0682964	0.0680965	0.070902	0.0727329	0.0680389	0.067821	0.0707718	0.0722649	0.0675362	0.0703401	0.0716373	0.0698374	0.0718515	0.074279
tci2_wsi3.0_chr_1	83500001	83600000	6761	0.0964414	0.0927069	0.0942886	0.0970205	0.0979971	0.094049	0.096298	0.0985253	0.0997164	0.0914268	0.0943708	0.0955949	0.0964027	0.0974187	0.0995169
tci2_wsi3.0_chr_1	83600001	83700000	10132	0.13838	0.140811	0.140993	0.141893	0.144004	0.140049	0.140527	0.1409	0.14313	0.142563	0.142879	0.144756	0.143251	0.145104	0.144812
tci2_wsi3.0_chr_1	83700001	83800000	9070	0.1619	0.165245	0.164774	0.167422	0.16759	0.164186	0.163801	0.166242	0.166782	0.165774	0.167842	0.168434	0.167895	0.168297	0.169124
tci2_wsi3.0_chr_1	83800001	83900000	9174	0.14298	0.144538	0.145022	0.146962	0.148376	0.143668	0.144027	0.14652	0.148039	0.145462	0.147066	0.148897	0.147602	0.14912	0.15058
tci2_wsi3.0_chr_1	83900001	84000000	7304	0.0823988	0.0850344	0.0858033	0.0829019	0.0844834	0.0823505	0.0830884	0.080535	0.0818774	0.0865606	0.0827109	0.084549	0.0833764	0.0849542	0.0831299
tci2_wsi3.0_chr_1	84000001	84100000	539	0.0571956	0.0637575	0.0590266	0.0558759	0.058255	0.07297	0.0675774	0.0568808	0.0618263	0.0780037	0.0592378	0.0631268	0.0542786	0.060564	0.0583343
tci2_wsi3.0_chr_2	1	100000	8017	0.154283	0.155269	0.154968	0.155875	0.156806	0.155653	0.15562	0.156562	0.157834	0.15589	0.155699	0.156118	0.15654	0.157728	0.156589
tci2_wsi3.0_chr_2	100001	200000	9423	0.157465	0.158348	0.157097	0.15751	0.158124	0.157681	0.156608	0.156596	0.156721	0.157392	0.157129	0.157801	0.156228	0.156476	0.156334
tci2_wsi3.0_chr_2	200001	300000	9583	0.150031	0.150023	0.150279	0.149033	0.14919	0.149884	0.150467	0.14901	0.14897	0.150192	0.148468	0.148777	0.149035	0.149051	0.147441
tci2_wsi3.0_chr_2	300001	400000	8697	0.121295	0.122499	0.123065	0.119336	0.120714	0.120311	0.121207	0.117404	0.118752	0.121768	0.117918	0.119449	0.118932	0.120147	0.117066
tci2_wsi3.0_chr_2	400001	500000	8427	0.139392	0.141482	0.139786	0.138093	0.137035	0.141269	0.139307	0.136948	0.136629	0.141096	0.139395	0.137984	0.137387	0.136735	0.1344
tci2_wsi3.0_chr_2	500001	600000	8341	0.16344	0.164405	0.164225	0.16448	0.165884	0.164551	0.164415	0.16386	0.16576	0.16521	0.16486	0.166267	0.164935	0.165966	0.164632
tci2_wsi3.0_chr_2	600001	700000	7689	0.134846	0.130495	0.131759	0.137236	0.138179	0.134719	0.135532	0.140195	0.140777	0.131215	0.136109	0.137451	0.136818	0.137779	0.141743
tci2_wsi3.0_chr_2	700001	800000	5084	0.112748	0.107986	0.109239	0.111569	0.112302	0.109165	0.110203	0.113329	0.113819	0.10502	0.108633	0.109362	0.108974	0.109319	0.11229
tci2_wsi3.0_chr_2	800001	900000	6343	0.12693	0.122851	0.125598	0.128917	0.129868	0.123609	0.126572	0.128346	0.129368	0.120788	0.124639	0.126513	0.126857	0.129253	0.130543
tci2_wsi3.0_chr_2	900001	1000000	5927	0.105531	0.107771	0.106652	0.110677	0.110982	0.107124	0.107735	0.113118	0.112834	0.103939	0.111628	0.112639	0.110528	0.112058	0.117717
tci2_wsi3.0_chr_2	1000001	1100000	7704	0.0969167	0.0998955	0.102966	0.100868	0.101087	0.0989231	0.101051	0.101272	0.100598	0.103199	0.102862	0.103071	0.106249	0.105428	0.106716
tci2_wsi3.0_chr_2	1100001	1200000	7117	0.10333	0.106706	0.10589	0.109514	0.109162	0.108988	0.107843	0.11216	0.112037	0.110116	0.114123	0.114932	0.112905	0.11355	0.116123
tci2_wsi3.0_chr_2	1200001	1300000	16055	0.104537	0.105524	0.105216	0.105502	0.104724	0.104978	0.104725	0.105034	0.104138	0.105637	0.106532	0.105649	0.1061	0.105498	0.105233
tci2_wsi3.0_chr_2	1300001	1400000	12293	0.102707	0.100395	0.100821	0.1019	0.104493	0.104433	0.104603	0.107219	0.108859	0.101375	0.103866	0.106644	0.104199	0.106471	0.108839
tci2_wsi3.0_chr_2	1400001	1500000	8656	0.129607	0.128496	0.127996	0.132431	0.131112	0.134022	0.133291	0.139565	0.138076	0.131647	0.139199	0.137491	0.138555	0.136474	0.142986
tci2_wsi3.0_chr_2	1500001	1600000	12287	0.115931	0.114088	0.115675	0.11566	0.11629	0.114939	0.11675	0.117729	0.117855	0.113201	0.11399	0.114278	0.116079	0.115479	0.117007
tci2_wsi3.0_chr_2	1600001	1700000	11650	0.116418	0.114853	0.113677	0.11786	0.116899	0.115309	0.114689	0.119417	0.11865	0.111831	0.115714	0.115277	0.115111	0.113991	0.117777
tci2_wsi3.0_chr_2	1700001	1800000	9973	0.108116	0.101831	0.101354	0.103245	0.104832	0.105819	0.104283	0.108679	0.108457	0.0991963	0.102089	0.104503	0.102247	0.104765	0.106599
tci2_wsi3.0_chr_2	1800001	1900000	7316	0.0859082	0.0873177	0.0886709	0.0884064	0.0888068	0.08624	0.0869408	0.0888423	0.0889432	0.0887392	0.0918727	0.0904879	0.0929697	0.0919144	0.0939595
tci2_wsi3.0_chr_2	1900001	2000000	8814	0.104851	0.105928	0.108098	0.112349	0.111499	0.102243	0.104534	0.110163	0.108255	0.104365	0.110389	0.108802	0.114472	0.11272	0.115777
tci2_wsi3.0_chr_2	2000001	2100000	12142	0.101538	0.100311	0.100941	0.103741	0.104767	0.105787	0.107094	0.1096	0.110111	0.103543	0.106955	0.107852	0.10815	0.108662	0.111482
tci2_wsi3.0_chr_2	2100001	2200000	13811	0.109967	0.10636	0.10739	0.112464	0.112883	0.107046	0.107587	0.11277	0.114958	0.105647	0.109624	0.109962	0.110475	0.111529	0.115701
tci2_wsi3.0_chr_2	2200001	2300000	6492	0.0954116	0.0924725	0.0961221	0.0998066	0.1002	0.0952752	0.100433	0.102994	0.103297	0.0962237	0.100331	0.100454	0.105293	0.10383	0.108231
tci2_wsi3.0_chr_2	2300001	2400000	7439	0.0981039	0.0999753	0.102548	0.101727	0.0996496	0.0973987	0.0995336	0.0983561	0.0963648	0.101351	0.10145	0.10002	0.103462	0.102111	0.101966
tci2_wsi3.0_chr_2	2400001	2500000	10985	0.117139	0.122806	0.123305	0.120051	0.119541	0.12281	0.123882	0.120526	0.119874	0.125207	0.125352	0.124927	0.126044	0.125638	0.122255
tci2_wsi3.0_chr_2	2500001	2600000	4937	0.0995145	0.100116	0.0985055	0.10001	0.0991706	0.102443	0.103208	0.104562	0.104033	0.100223	0.104593	0.103236	0.101729	0.103331	0.103884
tci2_wsi3.0_chr_2	2600001	2700000	8018	0.0953935	0.0944659	0.094905	0.0978303	0.0975624	0.0987136	0.0981145	0.101754	0.101976	0.0957209	0.10045	0.0993691	0.0999485	0.0991022	0.102491
tci2_wsi3.0_chr_2	2700001	2800000	11206	0.0771029	0.0743995	0.0748296	0.075166	0.0752573	0.0761516	0.0760169	0.076416	0.0758161	0.0743009	0.074388	0.0745256	0.0755555	0.0751913	0.0750899
tci2_wsi3.0_chr_2	2800001	2900000	9742	0.118983	0.119344	0.120721	0.119513	0.123451	0.119196	0.121177	0.120495	0.123021	0.118976	0.120732	0.122323	0.122226	0.126306	0.124201
tci2_wsi3.0_chr_2	2900001	3000000	8638	0.0984916	0.100434	0.101101	0.0994414	0.101517	0.101316	0.10287	0.100746	0.102938	0.103878	0.102488	0.104203	0.104023	0.106679	0.103939
tci2_wsi3.0_chr_2	3000001	3100000	6991	0.092418	0.09555	0.0903498	0.0993344	0.0984878	0.0989416	0.0954787	0.102937	0.102402	0.0980335	0.107031	0.107999	0.103469	0.102226	0.112489
tci2_wsi3.0_chr_2	3100001	3200000	7767	0.0959862	0.0987037	0.100348	0.099297	0.0991092	0.0992332	0.100143	0.0991335	0.0999961	0.100213	0.101017	0.1019	0.101619	0.101876	0.102215
tci2_wsi3.0_chr_2	3200001	3300000	7654	0.0802096	0.0856617	0.0870257	0.0873769	0.0873683	0.0816428	0.0829997	0.0829824	0.0842029	0.0879703	0.0882326	0.0895997	0.0895281	0.0905413	0.089846
tci2_wsi3.0_chr_2	3300001	3400000	6433	0.0980234	0.101237	0.108743	0.101823	0.102348	0.104976	0.113116	0.108073	0.111652	0.112416	0.109977	0.112247	0.117778	0.118827	0.113012
tci2_wsi3.0_chr_2	3400001	3500000	7667	0.144722	0.140578	0.142524	0.144216	0.146604	0.143743	0.146771	0.147411	0.150236	0.140399	0.144513	0.147967	0.146117	0.149745	0.148794
tci2_wsi3.0_chr_2	3500001	3600000	5404	0.103193	0.102482	0.106025	0.107715	0.107377	0.100409	0.105332	0.105421	0.105849	0.104254	0.104573	0.105623	0.109374	0.109947	0.110209
tci2_wsi3.0_chr_2	3600001	3700000	9259	0.101633	0.0975831	0.0983475	0.0950042	0.0946272	0.104775	0.106144	0.102766	0.102845	0.101786	0.0991733	0.0991702	0.100129	0.10034	0.0961754
tci2_wsi3.0_chr_2	3700001	3800000	5552	0.0925783	0.0902123	0.0898047	0.096314	0.0966701	0.0963365	0.0946698	0.103295	0.102719	0.0905921	0.0995688	0.100078	0.100084	0.100187	0.107231
tci2_wsi3.0_chr_2	3800001	3900000	8100	0.104764	0.103187	0.108592	0.107103	0.106796	0.104302	0.109663	0.108712	0.107698	0.107932	0.105626	0.107184	0.111809	0.111424	0.110534
tci2_wsi3.0_chr_2	3900001	4000000	14253	0.0929091	0.0956263	0.0947589	0.0947764	0.0942823	0.0940379	0.0934327	0.093034	0.093156	0.0948546	0.095638	0.0953678	0.0946163	0.0946042	0.0947106
tci2_wsi3.0_chr_2	4000001	4100000	12196	0.088114	0.0893324	0.0886625	0.0891053	0.0883886	0.087232	0.0872445	0.0879044	0.0870091	0.0877607	0.0881925	0.0878363	0.0884611	0.087886	0.0878741
tci2_wsi3.0_chr_2	4100001	4200000	9109	0.113226	0.110899	0.113464	0.113367	0.114696	0.109919	0.112943	0.113834	0.114317	0.108781	0.110415	0.110323	0.112699	0.11284	0.112673
tci2_wsi3.0_chr_2	4200001	4300000	12715	0.105158	0.106227	0.106934	0.106775	0.106932	0.108944	0.109593	0.108971	0.109756	0.108126	0.110008	0.109888	0.110096	0.110478	0.10953
tci2_wsi3.0_chr_2	4300001	4400000	6275	0.120507	0.114541	0.114148	0.117378	0.118617	0.113519	0.11279	0.116229	0.116583	0.103043	0.104619	0.104459	0.104965	0.104666	0.106118
tci2_wsi3.0_chr_2	4400001	4500000	14974	0.0899792	0.0908943	0.0905268	0.0930625	0.0947722	0.0931657	0.0908986	0.0955143	0.0972325	0.0917787	0.0951957	0.0971811	0.0938437	0.0958663	0.0980015
tci2_wsi3.0_chr_2	4500001	4600000	8635	0.0968153	0.0945344	0.0954686	0.0988567	0.0985736	0.0953579	0.0951131	0.0992552	0.0980262	0.0934682	0.0972516	0.0970563	0.098276	0.0981343	0.101993
tci2_wsi3.0_chr_2	4600001	4700000	10306	0.100733	0.0998832	0.101888	0.103518	0.103311	0.0984915	0.102404	0.103744	0.104062	0.10108	0.102306	0.102337	0.105368	0.104458	0.105845
tci2_wsi3.0_chr_2	4700001	4800000	11630	0.112697	0.103574	0.103647	0.103359	0.102551	0.105286	0.105215	0.106212	0.106212	0.097888	0.098531	0.0986341	0.0981731	0.0999723	0.0998544
tci2_wsi3.0_chr_2	4800001	4900000	9826	0.115315	0.112196	0.11179	0.113235	0.113891	0.113222	0.113214	0.11473	0.114876	0.107863	0.110891	0.111025	0.109653	0.109843	0.111451
tci2_wsi3.0_chr_2	4900001	5000000	11117	0.121342	0.120687	0.122278	0.123055	0.120942	0.119321	0.119758	0.120631	0.117801	0.117602	0.118928	0.116777	0.120099	0.118239	0.11788
tci2_wsi3.0_chr_2	5000001	5100000	10275	0.130798	0.125694	0.127151	0.125709	0.126458	0.126465	0.127774	0.126939	0.127234	0.123447	0.122266	0.122981	0.122693	0.123541	0.120476
tci2_wsi3.0_chr_2	5100001	5200000	8044	0.119718	0.118542	0.116778	0.119666	0.119983	0.120229	0.119042	0.121743	0.121619	0.116458	0.120661	0.120098	0.119234	0.118641	0.120792
tci2_wsi3.0_chr_2	5200001	5300000	4118	0.119398	0.109479	0.104927	0.110083	0.108468	0.103257	0.101244	0.105079	0.105486	0.0936983	0.0979849	0.0961018	0.0952455	0.0943845	0.0967885
tci2_wsi3.0_chr_2	5300001	5400000	5062	0.101885	0.105429	0.10431	0.0968839	0.0956295	0.093684	0.0934907	0.0857738	0.0850508	0.092825	0.0899238	0.0865004	0.0877755	0.0870425	0.0816112
tci2_wsi3.0_chr_2	5400001	5500000	3796	0.107033	0.107894	0.107679	0.107177	0.108579	0.119884	0.119062	0.121852	0.124125	0.117555	0.120619	0.122342	0.122502	0.122382	0.126925
tci2_wsi3.0_chr_2	5500001	5600000	1075	0.0225995	0.0259908	0.0240414	0.0232981	0.0236365	0.0248195	0.0241728	0.0241346	0.0242454	0.0269695	0.0256526	0.0278471	0.024936	0.0256234	0.0259493
tci2_wsi3.0_chr_2	5600001	5700000	7265	0.105496	0.112396	0.111401	0.111521	0.112317	0.113548	0.11157	0.110734	0.11164	0.115336	0.118119	0.118666	0.116436	0.116963	0.116164
tci2_wsi3.0_chr_2	5700001	5800000	10186	0.102961	0.106565	0.106039	0.108925	0.108218	0.105663	0.105517	0.107004	0.106886	0.107856	0.110816	0.107893	0.110584	0.109216	0.110126
tci2_wsi3.0_chr_2	5800001	5900000	11890	0.118701	0.118592	0.115783	0.120991	0.120277	0.119503	0.118574	0.123477	0.122424	0.116381	0.122299	0.122143	0.121091	0.120952	0.124187
tci2_wsi3.0_chr_2	5900001	6000000	11539	0.111895	0.108266	0.108265	0.116229	0.115489	0.109026	0.109994	0.117498	0.116699	0.105683	0.11268	0.112118	0.114278	0.114563	0.121938
tci2_wsi3.0_chr_2	6000001	6100000	11984	0.0969047	0.0941895	0.0958875	0.0969047	0.0976134	0.093557	0.0954158	0.0951722	0.0965134	0.0928242	0.0935785	0.0940847	0.0947335	0.0963772	0.0954402
tci2_wsi3.0_chr_2	6100001	6200000	12935	0.106607	0.10726	0.107956	0.109488	0.110037	0.106473	0.106833	0.108853	0.108964	0.107066	0.109854	0.110291	0.110696	0.11083	0.113232
tci2_wsi3.0_chr_2	6200001	6300000	12229	0.10353	0.101274	0.102586	0.104767	0.104516	0.102446	0.10402	0.10591	0.106152	0.101236	0.10374	0.103393	0.105452	0.105908	0.106396
tci2_wsi3.0_chr_2	6300001	6400000	9391	0.0861563	0.0822157	0.0819915	0.0851892	0.0849828	0.0851694	0.0845033	0.0881015	0.0869064	0.0818157	0.0846329	0.0836785	0.0835761	0.083051	0.0868474
tci2_wsi3.0_chr_2	6400001	6500000	7675	0.104374	0.107498	0.107103	0.110772	0.11363	0.109099	0.108558	0.112695	0.115593	0.111828	0.115049	0.117806	0.114197	0.119071	0.122075
tci2_wsi3.0_chr_2	6500001	6600000	6817	0.104795	0.0976046	0.0973248	0.100498	0.102545	0.108182	0.107241	0.111219	0.11341	0.0988989	0.104137	0.10612	0.104842	0.106709	0.108188
tci2_wsi3.0_chr_2	6600001	6700000	4090	0.0800437	0.0783196	0.0823096	0.0811953	0.0798799	0.0782106	0.0822598	0.0822724	0.0805059	0.0809202	0.0796181	0.0785007	0.0834618	0.081556	0.0819333
tci2_wsi3.0_chr_2	6700001	6800000	5884	0.114796	0.11388	0.112239	0.115055	0.115173	0.112421	0.112992	0.115413	0.116255	0.109637	0.112764	0.113445	0.111664	0.112846	0.116372
tci2_wsi3.0_chr_2	6800001	6900000	5635	0.118126	0.113927	0.114992	0.115615	0.118002	0.114841	0.114279	0.118472	0.121095	0.110624	0.112829	0.114664	0.115054	0.115742	0.11983
tci2_wsi3.0_chr_2	6900001	7000000	5996	0.0786033	0.0806017	0.0812532	0.0815681	0.0823439	0.0799609	0.0804714	0.0808278	0.080718	0.0829409	0.0836742	0.083093	0.0840073	0.0842497	0.0840638
tci2_wsi3.0_chr_2	7000001	7100000	14325	0.0871675	0.0874852	0.0884039	0.0869348	0.0881989	0.0873889	0.0880196	0.0868391	0.0880743	0.0881769	0.0873175	0.0886721	0.088007	0.089541	0.0876058
tci2_wsi3.0_chr_2	7100001	7200000	9176	0.0696246	0.0716201	0.071593	0.0694899	0.0689633	0.0697513	0.069685	0.0674502	0.0672941	0.0715886	0.0695259	0.0690392	0.0693284	0.0692143	0.0670255
tci2_wsi3.0_chr_2	7200001	7300000	6548	0.0665592	0.0658945	0.0660788	0.0687707	0.0683488	0.0671802	0.0677344	0.0702323	0.0698849	0.0661155	0.0685122	0.0686539	0.0691225	0.0700563	0.0733048
tci2_wsi3.0_chr_2	7300001	7400000	7853	0.111537	0.108167	0.109802	0.111827	0.110203	0.109113	0.110759	0.111395	0.112491	0.109024	0.110134	0.110508	0.112648	0.112262	0.11209
tci2_wsi3.0_chr_2	7400001	7500000	10894	0.0975529	0.0954383	0.0974809	0.100237	0.10066	0.0957908	0.0970338	0.0996409	0.0980066	0.0952941	0.0980992	0.0969018	0.0997297	0.0989904	0.101391
tci2_wsi3.0_chr_2	7500001	7600000	11852	0.0923287	0.090227	0.0907089	0.0937539	0.0945195	0.0892426	0.0896689	0.0924051	0.09537	0.0871536	0.0903532	0.0924008	0.0917933	0.0929078	0.0946785
tci2_wsi3.0_chr_2	7600001	7700000	10439	0.0898164	0.0869063	0.091914	0.0930774	0.0921052	0.0914824	0.0956351	0.098882	0.0980422	0.0916063	0.0932734	0.0929269	0.098038	0.0978074	0.10263
tci2_wsi3.0_chr_2	7700001	7800000	12634	0.0872542	0.08468	0.086744	0.0877845	0.0878236	0.0861961	0.087603	0.0899913	0.0888513	0.0851609	0.0876225	0.0866495	0.0903	0.0892851	0.0893343
tci2_wsi3.0_chr_2	7800001	7900000	10145	0.0903772	0.0907585	0.0909212	0.0960482	0.0946568	0.085177	0.0854748	0.0906858	0.0897206	0.0870986	0.0910226	0.090351	0.0920997	0.0908658	0.0960289
tci2_wsi3.0_chr_2	7900001	8000000	13917	0.10472	0.104238	0.104471	0.105416	0.106239	0.104917	0.104954	0.106165	0.107016	0.10315	0.104964	0.106229	0.104721	0.106103	0.106474
tci2_wsi3.0_chr_2	8000001	8100000	8059	0.0935257	0.0919666	0.0916819	0.091724	0.0908596	0.092498	0.092373	0.0914552	0.0913565	0.0909452	0.090873	0.0900978	0.0907863	0.0903196	0.0899336
tci2_wsi3.0_chr_2	8100001	8200000	11497	0.0975196	0.0959622	0.0970747	0.0971649	0.0981622	0.0971933	0.098339	0.0980049	0.0994563	0.0956109	0.096261	0.0972788	0.0977979	0.0985973	0.0979815
tci2_wsi3.0_chr_2	8200001	8300000	4352	0.087294	0.088104	0.0892904	0.0951002	0.0977877	0.0911214	0.0919789	0.0983074	0.104901	0.0955669	0.103387	0.103477	0.104696	0.108284	0.115899
tci2_wsi3.0_chr_2	8300001	8400000	6462	0.0967113	0.0969348	0.0978364	0.0974994	0.0972351	0.103589	0.10462	0.105007	0.103621	0.105651	0.10554	0.103878	0.107464	0.105136	0.10668
tci2_wsi3.0_chr_2	8400001	8500000	8606	0.091334	0.0899004	0.0906833	0.0955493	0.0960844	0.0909756	0.0912955	0.095989	0.0966879	0.0880959	0.0943571	0.0945167	0.0939651	0.0943016	0.0993027
tci2_wsi3.0_chr_2	8500001	8600000	10522	0.090889	0.0899664	0.0892387	0.0945235	0.0934615	0.0902905	0.0889919	0.0953279	0.0941997	0.0881975	0.0956637	0.0943481	0.0935132	0.0927669	0.100464
tci2_wsi3.0_chr_2	8600001	8700000	8819	0.134839	0.131569	0.13247	0.134348	0.134246	0.133343	0.134861	0.137044	0.136353	0.126089	0.128546	0.127937	0.129102	0.129658	0.130245
tci2_wsi3.0_chr_2	8700001	8800000	8339	0.103916	0.098252	0.100786	0.104272	0.101633	0.100997	0.103299	0.106353	0.104849	0.098528	0.102202	0.0997321	0.104517	0.103876	0.105334
tci2_wsi3.0_chr_2	8800001	8900000	9203	0.0890335	0.0873955	0.0869158	0.089904	0.0893422	0.0925559	0.092021	0.0968497	0.0965046	0.0894129	0.094054	0.0940537	0.0921317	0.0922773	0.0988922
tci2_wsi3.0_chr_2	8900001	9000000	9126	0.101463	0.100723	0.101024	0.103244	0.103136	0.0995314	0.100558	0.102249	0.102032	0.0993347	0.101658	0.10252	0.102194	0.101765	0.10448
tci2_wsi3.0_chr_2	9000001	9100000	12477	0.0859218	0.0874503	0.0867438	0.0877524	0.0887131	0.0880424	0.0868706	0.0888129	0.0890434	0.0878519	0.0894733	0.0899364	0.088794	0.0891164	0.0894693
tci2_wsi3.0_chr_2	9100001	9200000	12677	0.0966701	0.0985611	0.0974576	0.0993905	0.100767	0.0988033	0.099335	0.100403	0.101257	0.0999225	0.10384	0.103625	0.102677	0.102866	0.104393
tci2_wsi3.0_chr_2	9200001	9300000	3133	0.0884988	0.0966724	0.0978288	0.0908664	0.0912732	0.0852402	0.0849618	0.0743499	0.075467	0.0894742	0.0849248	0.0826291	0.0848057	0.0863815	0.0795596
tci2_wsi3.0_chr_2	9300001	9400000	9466	0.127209	0.122465	0.125704	0.12753	0.127648	0.124432	0.127773	0.128485	0.128986	0.123111	0.124575	0.125437	0.127526	0.127923	0.126837
tci2_wsi3.0_chr_2	9400001	9500000	8645	0.117116	0.111048	0.112809	0.118596	0.117411	0.110626	0.113971	0.119405	0.118835	0.108044	0.112267	0.111763	0.117063	0.115369	0.119138
tci2_wsi3.0_chr_2	9500001	9600000	8858	0.119082	0.11611	0.114828	0.123606	0.124926	0.115329	0.11378	0.122534	0.123098	0.109399	0.119514	0.118374	0.118101	0.119357	0.127325
tci2_wsi3.0_chr_2	9600001	9700000	9892	0.0955452	0.100113	0.0984068	0.101331	0.102481	0.0987411	0.0963723	0.0988376	0.100418	0.100064	0.103146	0.104456	0.100639	0.102408	0.104588
tci2_wsi3.0_chr_2	9700001	9800000	5132	0.100906	0.103637	0.104163	0.103105	0.103909	0.103431	0.10362	0.102706	0.103381	0.106538	0.105527	0.106522	0.105588	0.105878	0.103012
tci2_wsi3.0_chr_2	9800001	9900000	5879	0.0898732	0.0872277	0.0900413	0.0891318	0.0872983	0.0846681	0.0870818	0.0872526	0.0855658	0.0837387	0.0832394	0.0815897	0.0854267	0.0840436	0.0834433
tci2_wsi3.0_chr_2	9900001	10000000	5975	0.0693911	0.0619022	0.0637875	0.0704801	0.0703432	0.0574046	0.0592637	0.0662484	0.0660854	0.051331	0.0585422	0.0583253	0.0604752	0.0601673	0.0668851
tci2_wsi3.0_chr_2	10000001	10100000	7179	0.10618	0.103467	0.104859	0.102572	0.104815	0.102059	0.104094	0.100158	0.10229	0.0999467	0.0968541	0.0988769	0.0990241	0.101471	0.0973737
tci2_wsi3.0_chr_2	10100001	10200000	6980	0.0807657	0.0791168	0.0776992	0.0787518	0.0782995	0.0806026	0.0798001	0.0802716	0.0794303	0.0776611	0.0785862	0.0787484	0.0782678	0.0778006	0.0782924
tci2_wsi3.0_chr_2	10200001	10300000	5104	0.0791564	0.0739914	0.0725832	0.0659293	0.0673294	0.0692552	0.0677646	0.0617018	0.0625578	0.061754	0.0559636	0.0570529	0.0545789	0.0555186	0.0505764
tci2_wsi3.0_chr_2	10300001	10400000	5794	0.0871429	0.0773404	0.0774548	0.0726125	0.0760623	0.0738453	0.07398	0.069129	0.0726791	0.0607708	0.0576252	0.0607601	0.058012	0.0611073	0.058653
tci2_wsi3.0_chr_2	10400001	10500000	5790	0.123746	0.12064	0.123389	0.123861	0.124955	0.117032	0.120456	0.121972	0.123326	0.115313	0.117949	0.120457	0.120741	0.123396	0.125516
tci2_wsi3.0_chr_2	10500001	10600000	4810	0.12303	0.126878	0.12659	0.129004	0.12913	0.123908	0.122743	0.125165	0.124239	0.124848	0.129513	0.130484	0.128724	0.128074	0.130408
tci2_wsi3.0_chr_2	10600001	10700000	8675	0.155481	0.147625	0.148265	0.147805	0.150216	0.148196	0.148207	0.148642	0.150134	0.138424	0.138923	0.140702	0.138174	0.141189	0.141899
